l1_subset,l1_algo,l2_subset,l2_algo,accuracy,macro_f1,weighted_f1,false_alarm_rate,forwarded,recall_Normal,recall_DoS,recall_Probe,recall_R2L,recall_U2R,latency_us
PSO,Extra Trees,MVO,CatBoost,0.7865063875088716,0.5245321424118065,0.7375499331443098,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.8238133547868061,0.8814539446509707,0.00944081336238199,0.045,2.7589774330610255
PSO,CatBoost,GA,CatBoost,0.7666341376863024,0.5241621590807732,0.7227777045755296,0.03192256204304397,0.413236337828247,0.968077437956956,0.7577098417806383,0.9132589838909542,0.002178649237472767,0.07,0.8168411120355097
GWO,Extra Trees,MVO,Extra Trees,0.7687189496096523,0.5239378960147101,0.7336665564931393,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7877447036739073,0.7637339942172656,0.07371096586782862,0.03,3.304396479038825
GWO,Extra Trees,MVO,Random Forest,0.7691181689141235,0.5238351331355126,0.7310964442755491,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7876106194690266,0.7662123089632383,0.07516339869281045,0.03,3.189141253569562
PSO,Random Forest,MVO,LightGBM,0.7865063875088716,0.5237261888085858,0.7366329400484165,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.832260659694288,0.8541924824452706,0.0039941902687000725,0.045,3.042517380521042
PSO,GBM,GA,Extra Trees,0.7703601845280341,0.5233722427311416,0.7357906656455763,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7705819254491821,0.8029739776951673,0.09549745824255629,0.035,1.8278369993913977
PSO,GBM,GA,GBM,0.7726224272533712,0.5232549917769913,0.7368215898634093,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7805041566103513,0.8017348203221809,0.08859840232389252,0.03,1.2714039672449233
PSO,Extra Trees,MVO,Extra Trees,0.7823367636621718,0.5228788926341268,0.7394020980539989,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.8129525341914723,0.8665840561751342,0.017792302106027596,0.045,4.028724457691492
GWO,Extra Trees,MVO,XGBoost,0.7726224272533712,0.5228127780505997,0.7327170985305581,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.799007776883883,0.7835605121850475,0.05773420479302832,0.03,2.0734724087613654
PSO,Extra Trees,MVO,Random Forest,0.7826916252661462,0.5226652267402205,0.7349603512183538,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.8129525341914723,0.8698884758364313,0.017792302106027596,0.045,3.9077628785824463
MVO,XGBoost,GA,Random Forest,0.7633960255500355,0.5224943441314913,0.7273874184726408,0.060035011842240756,0.4256564939673527,0.9399649881577592,0.7920353982300885,0.8236266005782734,0.05809731299927379,0.105,1.6050270202384966
GWO,LightGBM,MFO,GBM,0.7590489709013485,0.5224873612302308,0.7208660731531286,0.030583873957367932,0.39571504613200853,0.969416126042632,0.7461786001609011,0.8108219743907477,0.05773420479302832,0.055,1.305782591043866
PSO,XGBoost,GA,CatBoost,0.7678317955997161,0.5223468045778781,0.726120960353516,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7577098417806383,0.9004543577034283,0.017429193899782137,0.055,0.5928689159561806
PSO,Extra Trees,MFO,Random Forest,0.7758161816891412,0.5221813436996876,0.7286145903093638,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7932421560740145,0.8669971086327963,0.016339869281045753,0.06,3.95878285861374
GWO,LightGBM,MFO,XGBoost,0.7649929027679205,0.5220241111748087,0.7241447539787301,0.030583873957367932,0.39571504613200853,0.969416126042632,0.7642799678197908,0.8108219743907477,0.05773420479302832,0.05,0.7352304226266253
MVO,Extra Trees,MFO,Extra Trees,0.763041163946061,0.5219780353763531,0.7242381687507067,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7980691874497184,0.7472118959107806,0.07298474945533769,0.035,4.02564788002703
GWO,XGBoost,MFO,GBM,0.7633073101490419,0.5217661621591663,0.725095012296473,0.030686849963958398,0.39952980837473384,0.9693131500360416,0.7590506838294448,0.8112350268484098,0.058460421205519246,0.045,1.0698591972404405
MVO,XGBoost,MFO,LightGBM,0.7500443577004968,0.5215350101067803,0.7100755852984795,0.060035011842240756,0.4256564939673527,0.9399649881577592,0.7518101367658889,0.8240396530359355,0.058460421205519246,0.09,0.9077081644671858
PSO,CatBoost,GA,Random Forest,0.7781671398154719,0.5215262837904686,0.7273141639065964,0.03192256204304397,0.413236337828247,0.968077437956956,0.7937784928935372,0.9107806691449815,0.0014524328249818446,0.065,1.8779023397598902
PSO,CatBoost,MVO,Random Forest,0.7843772178850248,0.5211614829238304,0.7334926870839854,0.03192256204304397,0.413236337828247,0.968077437956956,0.8124161973719496,0.9128459314332921,0.0014524328249818446,0.045,1.9003047988430029
MVO,LightGBM,GA,LightGBM,0.7528388928317956,0.5211314440648157,0.7134039724707137,0.02903923385851097,0.39513839602555,0.9709607661414891,0.7203003486189327,0.8261049153242461,0.0570079883805374,0.07,1.6661207941064038
GWO,XGBoost,MFO,LightGBM,0.7640613910574876,0.5210797905252912,0.7233845964177961,0.030686849963958398,0.39952980837473384,0.9693131500360416,0.7611960311075355,0.8108219743907477,0.058460421205519246,0.055,0.9302384738978877
PSO,CatBoost,MVO,Extra Trees,0.7840667139815471,0.5210589198665428,0.7383064786762975,0.03192256204304397,0.413236337828247,0.968077437956956,0.8125502815768303,0.909541511771995,0.0014524328249818446,0.045,2.0225125931147594
PSO,Random Forest,GA,XGBoost,0.7747515968772178,0.5206775993837673,0.7276252050992782,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.8035666398498257,0.8298223874432052,0.005809731299927378,0.06,2.6658799092290772
MVO,Extra Trees,MFO,Random Forest,0.7638396025550035,0.5206554577540324,0.726044553015569,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7945829981228212,0.7649731515902519,0.07334785766158315,0.035,4.029007743550201
PSO,GBM,MFO,CatBoost,0.7651703335699077,0.5206260287598885,0.7294114378676213,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7550281576830249,0.8042131350681536,0.09368191721132897,0.04,0.699332550458236
PSO,Extra Trees,GA,Random Forest,0.7747515968772178,0.5206189276694138,0.7265935869748819,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7908286403861625,0.8665840561751342,0.014161220043572984,0.065,3.8855888687922597
MVO,XGBoost,GA,LightGBM,0.7470723917672107,0.5205731808302374,0.7124272362091426,0.060035011842240756,0.4256564939673527,0.9399649881577592,0.7430946634486457,0.8232135481206113,0.058460421205519246,0.09,1.3987684251668537
GWO,Extra Trees,MVO,CatBoost,0.7720014194464159,0.5205245629563765,0.7320746656721231,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7988736926790024,0.7781908302354399,0.05809731299927379,0.025,2.094549677346679
PSO,Extra Trees,MFO,Extra Trees,0.7745741660752307,0.5203435767783748,0.7275971531665895,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7965942611960312,0.8471705906650144,0.014524328249818447,0.06,3.9553404917751673
GWO,Random Forest,MVO,LightGBM,0.7696504613200852,0.5202031133445886,0.7330044649437516,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.8164387235183695,0.7612556794712928,0.05773420479302832,0.03,2.8162064211046918
PSO,XGBoost,GA,Random Forest,0.7792760823278921,0.5200354971306159,0.7307835466559743,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7936444086886565,0.8979760429574556,0.016339869281045753,0.05,1.659283286413821
PSO,XGBoost,MFO,CatBoost,0.7789655784244145,0.5199171373597874,0.7313476869750847,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7908286403861625,0.8979760429574556,0.02178649237472767,0.045,0.5287021088861645
MVO,LightGBM,GA,GBM,0.7593594748048261,0.51971488301213,0.7207935337194668,0.02903923385851097,0.39513839602555,0.9709607661414891,0.7400107267363905,0.8252788104089219,0.05737109658678286,0.075,1.3257580386600787
PSO,CatBoost,MFO,Random Forest,0.7779009936124911,0.5195715216760605,0.7278779846550409,0.03192256204304397,0.413236337828247,0.968077437956956,0.7932421560740145,0.9111937216026436,0.0010893246187363835,0.055,1.9518504158011993
PSO,CatBoost,MFO,Extra Trees,0.7766589779985805,0.5191735908802521,0.7273339384327837,0.03192256204304397,0.413236337828247,0.968077437956956,0.7961920085813892,0.8905410987195373,0.0010893246187363835,0.055,1.9483725837365489
MVO,XGBoost,GA,GBM,0.7618878637331441,0.5190759552481119,0.7261188209283911,0.060035011842240756,0.4256564939673527,0.9399649881577592,0.7880128720836685,0.8223874432052871,0.058460421205519246,0.095,1.0321181107008754
GWO,LightGBM,MFO,LightGBM,0.7604684173172462,0.518874855200862,0.7197166586783453,0.030583873957367932,0.39571504613200853,0.969416126042632,0.7506033789219629,0.8104089219330854,0.05773420479302832,0.055,1.1674949844113676
PSO,CatBoost,MFO,CatBoost,0.7763041163946061,0.5182438590572174,0.7255885667404575,0.03192256204304397,0.413236337828247,0.968077437956956,0.7880128720836685,0.9107806691449815,0.002178649237472767,0.06,0.7529964068486816
PSO,XGBoost,MFO,Random Forest,0.7800745209368346,0.5180206947885002,0.7327306301158707,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7960579243765085,0.8983890954151177,0.017066085693536674,0.035,1.7336044366902033
MVO,LightGBM,MFO,LightGBM,0.752971965933286,0.5179772687443268,0.711833515992045,0.02903923385851097,0.39513839602555,0.9709607661414891,0.7207026012335747,0.8269310202395704,0.05628177196804648,0.07,1.2102678551409347
MVO,XGBoost,GA,CatBoost,0.752040454222853,0.5179523929015314,0.7204430165728709,0.060035011842240756,0.4256564939673527,0.9399649881577592,0.7566371681415929,0.825691862866584,0.058460421205519246,0.115,0.5120747294223573
PSO,GBM,MFO,Random Forest,0.7671220723917672,0.5173140742565743,0.7305631439218441,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7661571466881202,0.8046261875258158,0.07988380537400146,0.03,1.9052643793433846
PSO,XGBoost,MFO,Extra Trees,0.7788768630234209,0.5170231333375133,0.7319738615157232,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7995441137034057,0.8777364725320116,0.01597676107480029,0.035,1.7301090586715984
PSO,Extra Trees,GA,CatBoost,0.7624201561391057,0.5168182013486604,0.7202511662298458,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7550281576830249,0.8682362660057827,0.00907770515613653,0.06,2.835347823188297
MVO,Extra Trees,GA,XGBoost,0.7578956706884316,0.5167819365946722,0.7207002283127627,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7805041566103513,0.7641470466749277,0.06318082788671024,0.04,2.92983543801646
PSO,CatBoost,GA,GBM,0.7776792051100071,0.5167623205504656,0.7279302217135197,0.03192256204304397,0.413236337828247,0.968077437956956,0.7932421560740145,0.9074762494836844,0.002541757443718228,0.055,1.3217102387540045
PSO,Extra Trees,GA,GBM,0.7740862313697658,0.5163089882202606,0.7264849173755823,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7898900509519978,0.8641057414291615,0.014161220043572984,0.055,3.335068542109641
PSO,Extra Trees,MFO,CatBoost,0.772666784953868,0.5160868959896964,0.7240452798728307,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7857334406006973,0.8665840561751342,0.011256354393609296,0.06,2.7721541749994025
PSO,XGBoost,GA,GBM,0.7787881476224272,0.5158217810977846,0.7313824444589191,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7928399034593725,0.895910780669145,0.017066085693536674,0.04,1.1002851496901078
PSO,Random Forest,GA,Random Forest,0.771513484740951,0.5156668106535308,0.7228265034206082,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7921694824349692,0.8302354399008675,0.00944081336238199,0.065,3.7026336756337015
PSO,XGBoost,GA,LightGBM,0.7635290986515259,0.5155771643428153,0.7224055482668921,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7443014212925717,0.8979760429574556,0.021423384168482208,0.045,1.4580328460578609
PSO,Extra Trees,GA,LightGBM,0.7585610361958836,0.5155519946364173,0.7177434325156986,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7404129793510325,0.8669971086327963,0.01815541031227306,0.06,3.6873906085634536
GWO,CatBoost,MVO,GBM,0.7749290276792051,0.5152178623409982,0.7263266280915751,0.029966017917825147,0.4081352022711143,0.9700339820821748,0.8037007240547064,0.835605121850475,0.007625272331154684,0.06,1.292487145465097
PSO,CatBoost,GA,LightGBM,0.76166607523066,0.5152088936582738,0.7178067746962108,0.03192256204304397,0.413236337828247,0.968077437956956,0.7443014212925717,0.909541511771995,0.0018155410312273058,0.06,1.6776621280375659
PSO,Extra Trees,MFO,GBM,0.7642388218594748,0.5151990732248881,0.7206953667969975,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7578439259855189,0.8674101610904585,0.017429193899782137,0.055,3.358458398906829
PSO,Extra Trees,MVO,GBM,0.7771469127040455,0.5145843578806601,0.7283517730784415,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.800214534727809,0.8674101610904585,0.00907770515613653,0.045,3.2312048115365517
GWO,Extra Trees,MVO,GBM,0.7665897799858056,0.5145311553068848,0.7261095965529949,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7869401984446233,0.7645600991325898,0.05809731299927379,0.025,2.544499763810834
PSO,CatBoost,MVO,GBM,0.7809616749467707,0.5141896732102202,0.7299039308305812,0.03192256204304397,0.413236337828247,0.968077437956956,0.803030303030303,0.9107806691449815,0.0014524328249818446,0.035,1.216776444803359
MVO,LightGBM,MVO,GBM,0.7662349183818311,0.5137767843960147,0.7173877600519062,0.02903923385851097,0.39513839602555,0.9709607661414891,0.7794314829713059,0.8265179677819083,0.006535947712418301,0.065,1.2254198853204104
GWO,Random Forest,MVO,Random Forest,0.7591820440028388,0.5136229908441171,0.722242430746435,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7839903459372486,0.7430813713341594,0.07588961510530139,0.03,3.483658489939807
GWO,Random Forest,MVO,Extra Trees,0.758915897799858,0.5135997793340349,0.7251881008435964,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7843925985518906,0.7410161090458488,0.07443718228031954,0.03,3.6002255208435026
PSO,GBM,MFO,Extra Trees,0.7654808374733854,0.5132390815640877,0.7287176685513269,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7692410834003754,0.7872779843040066,0.07334785766158315,0.03,1.9017660147794258
PSO,XGBoost,MFO,XGBoost,0.7778122782114976,0.5131665211519212,0.7300354293319276,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7880128720836685,0.8983890954151177,0.020697167755991286,0.03,0.5252144469338258
GWO,Random Forest,MVO,XGBoost,0.7629968062455642,0.513097264440422,0.7264441429889245,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7961920085813892,0.7612556794712928,0.05809731299927379,0.03,2.355291388304747
GWO,Extra Trees,GA,XGBoost,0.7648154719659332,0.5126869177901978,0.7228898232421582,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7894877983373558,0.7633209417596035,0.037037037037037035,0.035,2.1647179390643965
MVO,Extra Trees,MFO,CatBoost,0.7602022711142654,0.5123095901273078,0.7203651466900213,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7892196299275945,0.7649731515902519,0.05809731299927379,0.035,2.870819027301525
PSO,XGBoost,MFO,GBM,0.7688520227111426,0.5121789902774311,0.7256190324451789,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7607937784928935,0.8988021478727798,0.020697167755991286,0.03,1.1240352016575814
PSO,Random Forest,MVO,XGBoost,0.7794091554293825,0.5121327412405122,0.7296510988554072,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.8116116921426656,0.8533663775299463,0.0032679738562091504,0.035,2.571591476538294
PSO,Random Forest,MVO,Extra Trees,0.7741305890702626,0.5119188583347983,0.7314735977309269,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.800214534727809,0.8306484923585296,0.010893246187363835,0.035,3.8435650292413506
PSO,CatBoost,MFO,GBM,0.7672551454932577,0.5119160026092742,0.7211276975645822,0.03192256204304397,0.413236337828247,0.968077437956956,0.7611960311075355,0.9116067740603057,0.0010893246187363835,0.045,1.345341071193285
GWO,Extra Trees,GA,LightGBM,0.7496451383960255,0.5117809010952752,0.7149037750899895,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7298203271654599,0.7637339942172656,0.07407407407407407,0.035,2.9791650292569205
PSO,GBM,GA,CatBoost,0.7650372604684174,0.511701442371217,0.7263473351964469,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7662912308930008,0.8066914498141264,0.06027596223674655,0.035,0.7635541833807096
PSO,Random Forest,MFO,Random Forest,0.767610007097232,0.5116135618999736,0.7207439496196285,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7806382408152319,0.8306484923585296,0.00907770515613653,0.055,3.7747005050002804
PSO,LightGBM,MVO,XGBoost,0.774263662171753,0.5115903529980943,0.729564873646829,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7685706623759722,0.9376290788930194,0.012708787218591141,0.02,0.7568958609924449
PSO,GBM,MFO,XGBoost,0.7613555713271823,0.5115815401900209,0.7255752412632943,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7452400107267364,0.8042131350681536,0.09005083514887437,0.025,0.6958419085533587
MVO,Extra Trees,MFO,XGBoost,0.7582061745919092,0.5115663261877145,0.7175525920981811,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7838562617323679,0.7653862040479141,0.05628177196804648,0.03,2.8674665806956243
GWO,Random Forest,MVO,CatBoost,0.7623757984386089,0.5115342512237275,0.7258761808514457,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7959238401716278,0.7554729450640232,0.059186637618010164,0.025,2.3766085529586394
PSO,LightGBM,MVO,Extra Trees,0.76694464158978,0.5111946597805818,0.7273455597768891,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7566371681415929,0.9136720363486163,0.006172839506172839,0.02,2.0526865195397046
PSO,Random Forest,MFO,Extra Trees,0.7665010645848119,0.5106728502262484,0.7201280323320135,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7838562617323679,0.8104089219330854,0.00907770515613653,0.055,3.77131114934174
PSO,Random Forest,MVO,CatBoost,0.778388928317956,0.5105930273283186,0.7285473555485474,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.8117457763475463,0.8442792234613796,0.002541757443718228,0.035,2.593371640604543
PSO,GBM,MVO,GBM,0.7731547196593329,0.5102493688617047,0.7329663768754686,0.03140768201009165,0.4156760113555713,0.9685923179899083,0.7924376508447305,0.80545229244114,0.05809731299927379,0.02,1.165850662917798
PSO,Extra Trees,GA,Extra Trees,0.7656139105748758,0.5102241764863259,0.7183919796215261,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7629391257709842,0.8649318463444857,0.016339869281045753,0.065,3.8825948455375183
MVO,Extra Trees,GA,GBM,0.7526171043293116,0.5099409414533075,0.7155031078925609,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7607937784928935,0.7637339942172656,0.07407407407407407,0.035,3.4202420078884623
PSO,XGBoost,MFO,LightGBM,0.7730660042583393,0.5099130196814783,0.7254049750168552,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7737999463663181,0.8979760429574556,0.020334059549745823,0.035,0.9788959951896875
MVO,CatBoost,MVO,GBM,0.7794978708303761,0.509879612397617,0.7293628895324314,0.030171969931006074,0.41727288857345635,0.9698280300689939,0.8173773129525342,0.8442792234613796,0.002178649237472767,0.045,1.4886406588466752
GWO,Extra Trees,MFO,GBM,0.754568843151171,0.5098628466920889,0.7179876836680928,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7456422633413784,0.7645600991325898,0.07153231663035585,0.025,2.665750172512196
PSO,CatBoost,GA,Extra Trees,0.7694286728176012,0.5097245967868209,0.7194098626221136,0.03192256204304397,0.413236337828247,0.968077437956956,0.7677661571466882,0.909541511771995,0.0014524328249818446,0.065,1.8748774703703266
GWO,Extra Trees,MFO,CatBoost,0.7586497515968772,0.5097078796911434,0.7182900026097822,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7626709573612228,0.7645600991325898,0.05809731299927379,0.035,2.107104807448683
MVO,Random Forest,MVO,XGBoost,0.754347054648687,0.5096755559825756,0.7191395998614856,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.8051756503083937,0.7926476662536142,0.02868554829339143,0.035,2.18937336505786
PSO,CatBoost,MFO,XGBoost,0.7751064584811923,0.5095388451357366,0.7240851551796872,0.03192256204304397,0.413236337828247,0.968077437956956,0.7854652721909359,0.9107806691449815,0.0007262164124909223,0.04,0.7495262521175072
PSO,Extra Trees,MFO,XGBoost,0.771513484740951,0.5094478895700942,0.7227651939000457,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7829176722982033,0.8669971086327963,0.010167029774872912,0.045,2.7687194072046237
PSO,XGBoost,GA,Extra Trees,0.7707594038325053,0.5094472463185756,0.7234059874691385,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.7680343255564495,0.8975629904997935,0.016339869281045753,0.05,1.656243156304924
MVO,Extra Trees,GA,Random Forest,0.7528388928317956,0.5093998589708936,0.7163358047681152,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7611960311075355,0.7645600991325898,0.07371096586782862,0.04,3.957567996408532
PSO,XGBoost,MVO,GBM,0.7802519517388219,0.5088425375706327,0.729923282689392,0.029966017917825147,0.4153211497515969,0.9700339820821748,0.802628050415661,0.8979760429574556,0.0014524328249818446,0.03,0.994821955963198
MVO,XGBoost,MVO,GBM,0.7633960255500355,0.5086568597099774,0.7160000935799716,0.060035011842240756,0.4256564939673527,0.9399649881577592,0.8133547868061143,0.8236266005782734,0.002178649237472767,0.08,0.9240304457426967
PSO,Random Forest,MVO,Random Forest,0.7743523775727467,0.5084758784114195,0.7257021542676381,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.800214534727809,0.8327137546468402,0.010893246187363835,0.035,3.7244662138491997
PSO,Random Forest,MFO,GBM,0.759625621007807,0.5082988173388608,0.7162943375816816,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7565030839367123,0.8310615448161917,0.00907770515613653,0.05,3.1836208206190806
PSO,CatBoost,MFO,LightGBM,0.7704045422285308,0.5082241891659934,0.7196683728075243,0.03192256204304397,0.413236337828247,0.968077437956956,0.7708500938589434,0.9107806691449815,0.0010893246187363835,0.05,1.2009304285087927
MVO,Random Forest,MVO,CatBoost,0.7534599006387509,0.5079118496832472,0.7181971540511111,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.8047733976937517,0.7860388269310202,0.02868554829339143,0.03,2.210968809151304
PSO,LightGBM,MVO,CatBoost,0.7723562810503903,0.5077595144961545,0.7270504420071341,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7681684097613302,0.9281288723667905,0.006535947712418301,0.02,0.7790838483752774
MVO,Extra Trees,MFO,GBM,0.7524840312278211,0.5075274113969704,0.7151140640631973,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7601233574684902,0.7653862040479141,0.07371096586782862,0.03,3.4430712792445726
PSO,Extra Trees,MFO,LightGBM,0.7663679914833215,0.5074971903019185,0.7178615580474249,0.030171969931006074,0.4090223562810504,0.9698280300689939,0.7672298203271655,0.8665840561751342,0.010167029774872912,0.055,3.215520385146234
PSO,Random Forest,GA,LightGBM,0.7551011355571328,0.507345856051699,0.7123123020801732,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7422901582193617,0.8294093349855431,0.011256354393609296,0.06,3.5074875955320506
MVO,Extra Trees,MFO,LightGBM,0.7526614620298083,0.5072651826476581,0.7120095723927573,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7669616519174042,0.7649731515902519,0.05664488017429194,0.035,3.303559065401675
PSO,LightGBM,GA,GBM,0.7666784953867991,0.5072071382907677,0.7175250160795583,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7532850630195763,0.9120198265179678,0.013798111837327523,0.03,1.3569242851598609
GWO,LightGBM,MVO,GBM,0.7660131298793471,0.5065155227165059,0.7166881629215741,0.030583873957367932,0.39571504613200853,0.969416126042632,0.7881469562885492,0.8099958694754233,0.0018155410312273058,0.055,1.18266912689353
MVO,Random Forest,MVO,LightGBM,0.751596877217885,0.5063984718883614,0.7162499820792616,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7969965138106732,0.7926476662536142,0.02832244008714597,0.035,2.656305294527262
PSO,Random Forest,GA,GBM,0.7700496806245565,0.5063128377946724,0.7224646376406366,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7886832931080718,0.828583230070219,0.00980392156862745,0.045,3.160591158992178
GWO,Random Forest,MVO,GBM,0.7589602555003548,0.5062237840525942,0.719511533288102,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7908286403861625,0.7401900041305246,0.058460421205519246,0.025,2.8316798559771326
GWO,Extra Trees,GA,Random Forest,0.7606902058197303,0.5057255472312977,0.7176428032662285,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7759452936444087,0.7637339942172656,0.03957879448075526,0.035,3.1680133010680347
GWO,GBM,MVO,LightGBM,0.7463626685592619,0.5052299593832628,0.7161178096429671,0.07599629286376275,0.39957416607523066,0.9240037071362373,0.7868061142397426,0.7492771581990912,0.060639070442992014,0.02,1.1287211077999346
GWO,Random Forest,GA,LightGBM,0.7447657913413769,0.5051491271380041,0.7103985111313733,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7416197371949584,0.7401900041305246,0.074800290486565,0.035,3.2712923700624867
GWO,Extra Trees,MFO,XGBoost,0.7574964513839603,0.5049996536186143,0.7168898585581124,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7598551890587288,0.7645600991325898,0.0570079883805374,0.025,2.1038320745731895
MVO,Random Forest,MVO,Extra Trees,0.7501330731014905,0.5049828446651887,0.710323040627246,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7932421560740145,0.7707558859975217,0.0457516339869281,0.035,3.4505591698197193
PSO,Random Forest,GA,Extra Trees,0.7626863023420866,0.5049296399058515,0.7150185156928635,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7657548940734782,0.8298223874432052,0.00907770515613653,0.065,3.699685759233117
MVO,Random Forest,MVO,Random Forest,0.7500887154009936,0.5048565100385656,0.7103474474075143,0.07362784471218206,0.39930801987224984,0.9263721552878179,0.7927058192544918,0.7719950433705081,0.0457516339869281,0.035,3.332470444612081
GWO,Random Forest,GA,XGBoost,0.7575408090844571,0.5046353600765554,0.7165721379122253,0.04706003501184224,0.3941625266146203,0.9529399649881578,0.7939125770984178,0.7393638992152003,0.03848946986201888,0.035,2.447575451845919
MVO,GBM,MVO,XGBoost,0.7453867991483322,0.5046019639273468,0.7112746675597174,0.07671712490989599,0.39513839602555,0.923282875090104,0.7672298203271655,0.8339529120198265,0.034858387799564274,0.005,0.796595373823747
MVO,Extra Trees,GA,Extra Trees,0.7443665720369056,0.5044895421854457,0.7072865175655447,0.04922253115024199,0.3992193044712562,0.950777468849758,0.7361222847948512,0.7633209417596035,0.07298474945533769,0.045,3.9546457310042733
PSO,LightGBM,GA,CatBoost,0.7622870830376153,0.5043819635925192,0.7154860198260564,0.030583873957367932,0.41026437189496096,0.969416126042632,0.7379994636631805,0.9178025609252375,0.013798111837327523,0.035,0.8556861407825147
PSO,Random Forest,GA,CatBoost,0.7585610361958836,0.5043590105454123,0.713900196382436,0.028318401812377717,0.4027235628105039,0.9716815981876222,0.7556985787074283,0.8327137546468402,0.0010893246187363835,0.05,2.6685659548834173
GWO,Extra Trees,MFO,LightGBM,0.7531937544357701,0.5040076557246416,0.712713419197386,0.03233446606940583,0.38972675656493966,0.9676655339305942,0.7467149369804237,0.7641470466749277,0.0570079883805374,0.035,2.529555249087341
